"Gene" "control diet" "LIDPAD_48weeks"
"5550" "TMPRSS11E" 4.8042086246255 4.8042086246255
"5551" "YTHDC1" 8.22128936988735 8.36915000923666
"5552" "UGT2A3" 10.7097153242303 9.46597597495403
"5553" "UGT2A1" 4.8042086246255 4.8042086246255
"5554" "UGT2A2" 4.8042086246255 4.8042086246255
"5555" "SULT1B1" 7.57059487063763 6.96755226484016
"5556" "CSN1S1" 4.8042086246255 4.8042086246255
"5557" "CSN2" 4.8042086246255 4.8042086246255
"5558" "PRR27" 4.8042086246255 4.8042086246255
"5559" "ODAM" 4.8042086246255 4.8042086246255
"5560" "CSN3" 4.8042086246255 5.1388808441977
"5561" "CABS1" 4.8042086246255 4.8042086246255
"5562" "AMTN" 4.8042086246255 4.8042086246255
"5563" "AMBN" 4.8042086246255 4.8042086246255
"5564" "ENAM" 4.8042086246255 4.8042086246255
"5565" "JCHAIN" 5.29859812308619 7.67664592600144
"5566" "UTP3" 7.43570347677412 7.05610473146208
"5567" "RUFY3" 8.42070052895651 8.41807619234601
"5568" "GRSF1" 9.03808011180174 8.85869118660546
"5569" "MOB1B" 9.09615787261784 8.9934644348388
"5570" "DCK" 6.03332500341745 6.8120005412668
"5571" "SLC4A4" 9.59896434873691 10.1609290769584
"5572" "GC" 15.1147375150245 14.4681298005829
"5573" "NPFFR2" 4.8042086246255 4.8042086246255
"5574" "ADAMTS3" 5.15464567659484 5.27645734958109
"5575" "COX18" 6.77076486413878 6.15724876345791
"5576" "ANKRD17" 9.64601771531754 9.71731511764359
"5577" "ALB" 18.9262636118624 17.2980860845909
"5578" "AFP" 5.77917395300072 6.39889265550973
"5579" "AFM" 10.6779640098677 9.30276733121134
"5580" "RASSF6" 7.26211034524512 6.94910003016571
"5581" "CXCL6" 4.8042086246255 5.50872733688904
"5582" "PPBP" 5.15464567659484 5.46915356393888
"5583" "MTHFD2L" 5.71829242314136 6.04304810839836
"5584" "EPGN" 4.8042086246255 4.8042086246255
"5585" "EREG" 5.4082548872665 5.21364100609105
"5586" "AREG" 4.8042086246255 5.27645734958109
"5587" "BTC" 6.11882819240081 6.8120005412668
"5588" "PARM1" 5.29859812308619 5.27645734958109
"5589" "RCHY1" 7.18762456423408 7.21721206934954
"5590" "ODAPH" 4.8042086246255 4.8042086246255
"5591" "CDKL2" 6.0553842866584 6.45549322183795
"5592" "G3BP2" 8.52557063732943 8.18138978632037
"5593" "USO1" 8.97992739383569 9.13035878698683
"5594" "PPEF2" 4.8042086246255 5.27645734958109
"5595" "NAAA" 5.98768163381128 6.42753588264095
"5596" "SDAD1" 6.8502017458972 6.98574736243951
"5597" "CXCL9" 6.6606905318198 6.78061275619029
"5598" "ART3" 5.71829242314136 5.86691446604807
"5599" "CXCL10" 5.71829242314136 6.35455113608324
"5600" "CXCL11" 5.65244195583704 5.93683636927662
"5601" "NUP54" 7.57059487063763 7.60425481101882
"5602" "SCARB2" 10.5036761177774 10.3381037510964
"5603" "FAM47E" 6.71081090934053 7.05610473146208
"5604" "STBD1" 8.53207868210664 8.62650720137185
"5605" "CCDC158" 5.4082548872665 4.8042086246255
"5606" "SHROOM3" 6.58147870481586 7.52786807905522
"5607" "SOWAHB" 6.59504146632895 6.29260948654156
"5608" "SEPTIN11" 7.63952324210191 8.16615683763961
"5609" "CCNI" 9.70740844023212 9.44577754607419
"5610" "CCNG2" 7.45680065259028 6.86265649419165
"5611" "CXCL13" 5.83597722423755 5.38132291929405
"5612" "CNOT6L" 8.98703150820747 8.96531982667994
"5613" "MRPL1" 7.70518779240787 7.27659539164245
"5614" "FRAS1" 7.44980428081671 6.35455113608324
"5615" "ANXA3" 6.03332500341745 7.59852646979461
"5616" "RNU2-54P" 4.8042086246255 4.8042086246255
"5617" "BMP2K" 7.09057468329602 7.77609845126873
"5618" "PAQR3" 6.35706265707959 5.91410950199526
"5619" "GK2" 4.8042086246255 4.8042086246255
"5620" "ANTXR2" 7.69934481321951 8.25878188893064
"5621" "PRDM8" 4.8042086246255 4.8042086246255
"5622" "FGF5" 4.8042086246255 4.8042086246255
"5623" "CFAP299" 4.8042086246255 4.8042086246255
"5624" "BMP3" 4.8042086246255 5.21364100609105
"5625" "PRKG2" 4.8042086246255 5.86691446604807
"5626" "RASGEF1B" 7.65774176484087 7.70351385118494
"5627" "HNRNPD" 7.46376151558679 7.48491415324604
"5628" "HNRNPDL" 8.28835048880459 8.37577153105134
"5629" "ENOPH1" 5.83597722423755 6.26030645439137
"5630" "TMEM150C" 5.15464567659484 5.1388808441977
"5631" "SEC31A" 9.84513184098476 10.0136892973205
"5632" "COPS4" 7.67572433328989 7.66575166094086
"5633" "PLAC8" 6.3064707974739 6.69288681889868
"5634" "COQ2" 7.66975596995101 7.59852646979461
"5635" "HPSE" 6.13913978970051 6.59851270124454
"5636" "HELQ" 5.98768163381128 6.36952262463349
"5637" "MRPS18C" 7.0721425489838 6.49622375330798
"5638" "ABRAXAS1" 6.0553842866584 6.56116224815313
"5639" "GPAT3" 5.35628674827745 7.29104189688347
"5640" "NKX6-1" 4.8042086246255 4.8042086246255
"5641" "CDS1" 5.29859812308619 5.61510760613109
"5642" "WDFY3" 9.56776987123492 10.0136892973205
"5643" "ARHGAP24" 7.23773689683486 7.18650788714992
"5644" "MAPK10" 4.8042086246255 4.8042086246255
"5645" "PTPN13" 5.71829242314136 6.73751467100124
"5646" "SLC10A6" 4.8042086246255 5.1388808441977
"5647" "C4orf36" 4.8042086246255 4.8042086246255
"5648" "AFF1" 8.45194995999313 8.32534175920972
"5649" "KLHL8" 5.91491360378652 6.1751242713118
"5650" "HSD17B13" 10.4937615496166 10.2602582718256
"5651" "HSD17B11" 8.54500636321717 9.24456901579334
"5652" "NUDT9" 7.65169545715652 7.64924835035212
"5653" "SPARCL1" 6.2890893847959 7.8257271881167
"5654" "DSPP" 4.8042086246255 4.8042086246255
"5655" "DMP1" 4.8042086246255 4.8042086246255
"5656" "IBSP" 4.8042086246255 4.8042086246255
"5657" "MEPE" 4.8042086246255 4.8042086246255
"5658" "SPP1" 7.39980251738654 10.1826638513619
"5659" "PKD2" 7.54465300069814 8.17379379680953
"5660" "ABCG2" 6.27143297946125 7.03015965814087
"5661" "GBP6" 6.34044825375693 6.8120005412668
"5662" "LRRC8B" 5.98768163381128 6.27657537279415
"5663" "LRRC8C" 6.35706265707959 6.3393806604567
"5664" "LRRC8D" 8.15089758890559 7.87365616510797
"5665" "ZNF326" 6.87202022543126 6.93038259043658
"5666" "BARHL2" 4.8042086246255 4.8042086246255
"5667" "ZNF644" 8.35238646178172 8.65394525446627
"5668" "HFM1" 4.8042086246255 4.8042086246255
"5669" "CDC7" 5.15464567659484 5.38132291929405
"5670" "TGFBR3" 7.47068724541958 7.44057407533407
"5671" "BRDT" 5.83597722423755 5.1388808441977
"5672" "EPHX4" 4.8042086246255 4.8042086246255
"5673" "BTBD8" 6.17862493441447 6.52262232882177
"5674" "C1orf146" 5.15464567659484 5.33161740733695
"5675" "GLMN" 5.91491360378652 6.12056386043788
"5676" "RPAP2" 6.82800574768513 6.62279248935077
"5677" "GFI1" 4.8042086246255 5.04112230666939
"5678" "EVI5" 10.5562262746853 10.0996590767914
"5679" "SNORD21" 4.8042086246255 4.8042086246255
"5680" "SNORA66" 4.8042086246255 5.1388808441977
"5681" "DIPK1A" 6.34044825375693 6.85268426035096
"5682" "MTF2" 6.75900016033727 7.00369300439135
"5683" "TMED5" 8.99410060119022 9.25353990455323
"5684" "CCDC18" 5.15464567659484 5.46915356393888
"5685" "DR1" 7.34032156718926 7.3542110781795
"5686" "PIGG" 7.2781181912719 7.21721206934954
"5687" "TMEM271" 5.15464567659484 4.8042086246255
"5688" "PDE6B" 5.35628674827745 5.38132291929405
"5689" "ATP5ME" 8.69164267575269 8.22612978364275
"5690" "SLC49A3" 6.11882819240081 6.19270534247235
"5691" "PCGF3" 7.96514358084706 7.7961618529892
"5692" "CPLX1" 4.8042086246255 4.8042086246255
"5693" "GAK" 8.70032637351056 8.69149437963237
"5694" "TMEM175" 6.62172340710685 6.32400479322309
"5695" "DGKQ" 7.34790031702527 6.74842797633885
"5696" "IDUA" 6.42121570946038 6.50949595644477
"5697" "SLC26A1" 10.0084649954235 9.59853406039522
"5698" "FGFRL1" 7.59605862596028 7.66575166094086
"5699" "RNF212" 4.8042086246255 4.8042086246255
"5700" "CRLF2" 6.03332500341745 6.30841677953576
"5701" "PLCXD1" 5.65244195583704 5.67822735473274
"5702" "GTPBP6" 5.83597722423755 5.70795337303042
"5703" "ZNF605" 6.09811243869191 6.08253985577347
"5704" "CHFR" 7.30178021064407 7.26199284635832
"5705" "GOLGA3" 8.2689534925683 8.411649075847
"5706" "ANKLE2" 8.1803073355458 8.46847475676763
"5707" "PGAM5" 6.23525166178056 6.10172682209542
"5708" "PXMP2" 8.54178540968022 7.58119776341917
"5709" "POLE" 5.749291713851 6.19270534247235
"5710" "P2RX2" 4.8042086246255 5.1388808441977
"5711" "LRCOL1" 4.8042086246255 4.8042086246255
"5712" "FBRSL1" 6.92500392682031 6.89211772185221
"5713" "GALNT9" 4.8042086246255 4.8042086246255
"5714" "NOC4L" 6.23525166178056 6.49622375330798
"5715" "DDX51" 6.45201066228944 6.39889265550973
"5716" "EP400" 8.95357361905592 8.92990421810168
"5717" "SNORA49" 4.8042086246255 4.8042086246255
"5718" "PUS1" 6.56776300832837 6.3393806604567
"5719" "ULK1" 8.9043799517938 8.47156623818478
"5720" "HSCB" 5.71829242314136 5.84236529308121
"5721" "CHEK2" 5.54138109093382 6.04304810839836
"5722" "TTC28" 6.27143297946125 6.9113914633463
"5723" "PITPNB" 7.58973650867965 7.18650788714992
"5724" "MN1" 8.06333451718659 7.38807720339309
"5725" "CRYBA4" 4.8042086246255 5.1388808441977
"5726" "CRYBB1" 4.8042086246255 4.8042086246255
"5727" "TPST2" 7.18762456423408 7.19425003979622
"5728" "TFIP11" 6.82800574768513 7.04751295411891
"5729" "SRRD" 5.54138109093382 5.58141322656787
"5730" "HPS4" 6.88279226666934 6.72650582937424
"5731" "ASPHD2" 4.8042086246255 4.8042086246255
"5732" "SEZ6L" 4.8042086246255 4.8042086246255
"5733" "MYO18B" 5.15464567659484 5.46915356393888
"5734" "GRK3" 6.77076486413878 6.90179049560285
"5735" "RNU6-44P" 4.8042086246255 4.8042086246255
"5736" "CRYBB2" 4.8042086246255 4.8042086246255
"5737" "CRYBB3" 5.15464567659484 4.8042086246255
"5738" "KIAA1671" 9.20975698406598 9.39967024641282
"5739" "TMEM211" 4.8042086246255 4.8042086246255
"5740" "SGSM1" 6.21670313159218 5.38132291929405
"5741" "WSCD2" 4.8042086246255 5.27645734958109
"5742" "CMKLR1" 5.80804026478664 6.73751467100124
"5743" "FICD" 6.46711048325492 6.52262232882177
"5744" "SART3" 6.81676160269373 6.65833586381683
"5745" "TMEM119" 5.29859812308619 6.22702982602593
"5746" "SELPLG" 5.749291713851 6.32400479322309
"5747" "CORO1C" 7.3327003284081 7.64370335595307
"5748" "RNU6-233P" 4.8042086246255 4.8042086246255
"5749" "SSH1" 7.15314490556371 7.49113315415578
"5750" "DAO" 4.8042086246255 4.8042086246255
"5751" "SVOP" 4.8042086246255 4.8042086246255
"5752" "USP30" 7.09969554064045 7.01257458054667
"5753" "ALKBH2" 5.65244195583704 5.1388808441977
"5754" "UNG" 5.80804026478664 5.93683636927662
"5755" "ACACB" 10.5458683666378 10.0325481658932
"5756" "FOXN4" 4.8042086246255 4.8042086246255
"5757" "MYO1H" 4.8042086246255 4.8042086246255
"5758" "KCTD10" 6.11882819240081 6.53560652240139
"5759" "UBE3B" 8.72038556155909 8.58718624924095
"5760" "MMAB" 7.3327003284081 6.78061275619029
"5761" "MVK" 7.3173283487805 6.42753588264095
"5762" "FAM222A" 5.80804026478664 5.27645734958109
"5763" "TRPV4" 4.8042086246255 5.46915356393888
"5764" "GLTP" 5.88935269877474 6.59851270124454
"5765" "GIT2" 7.02490542841386 7.84989662915622
"5766" "ANKRD13A" 7.39250776370876 7.66575166094086
"5767" "OASL" 7.0440036936547 6.79116172412239
"5768" "C12orf43" 6.58147870481586 6.65833586381683
"5769" "HNF1A" 7.37038655882023 7.10651572614867
"5770" "SPPL3" 7.30178021064407 7.28383792795157
"5771" "ACADS" 9.40606725941734 9.3636786657499
"5772" "UNC119B" 7.73404046846658 7.60995954745272
"5773" "MLEC" 9.65346493852041 9.74934587457798
"5774" "CABP1" 4.8042086246255 4.8042086246255
"5775" "POP5" 7.02490542841386 6.79116172412239
"5776" "RNF10" 9.01741571189904 8.94106587806371
"5777" "COQ5" 7.41427619356227 7.28383792795157
"5778" "DYNLL1" 6.71081090934053 6.97668146693392
"5779" "SRSF9" 7.1443842260392 6.97668146693392
"5780" "GATC" 7.11775147698716 6.92092178495256
"5781" "TRIAP1" 6.15906619709365 6.1751242713118
"5782" "COX6A1" 9.75109818986034 9.20256565370813
"5783" "MSI1" 4.8042086246255 4.8042086246255
"5784" "PLA2G1B" 4.8042086246255 4.8042086246255
"5785" "SIRT4" 6.35706265707959 5.98072098369715
"5786" "PXN" 8.15513657749888 7.99975469625267
"5787" "GCN1" 9.03579871285032 8.78126731278876
"5788" "RAB35" 6.82800574768513 7.07312248057399
"5789" "BICDL1" 5.15464567659484 5.67822735473274
"5790" "CIT" 5.77917395300072 5.89081494298817
"5791" "PRKAB1" 7.24591042693031 7.34733561272764
"5792" "TMEM233" 4.8042086246255 4.8042086246255
"5793" "CCDC60" 4.8042086246255 4.8042086246255
"5794" "HSPB8" 9.4095916749439 8.91186276376124
"5795" "SRRM4" 6.63484981640452 5.67822735473274
"5796" "SUDS3" 8.92179045737778 8.44349839245392
"5797" "TAOK3" 8.2532427343167 8.50815022177939
"5798" "VSIG10" 5.54138109093382 5.98072098369715
"5799" "WSB2" 7.71100634595334 7.96927423919382
"5800" "RFC5" 6.89347507020915 6.39889265550973
"5801" "KSR2" 5.50004280587026 5.67822735473274
"5802" "NOS1" 4.8042086246255 5.1388808441977
"5803" "FBXO21" 9.13928658933081 8.59853173069542
"5804" "TESC" 4.8042086246255 5.33161740733695
"5805" "FBXW8" 7.94071987654585 7.58119776341917
"5806" "HRK" 5.15464567659484 4.8042086246255
"5807" "RNFT2" 4.8042086246255 5.27645734958109
"5808" "SPRING1" 6.27143297946125 6.58618953069483
"5809" "MED13L" 7.60861687159508 7.86893636548582
"5810" "TBX3" 7.44277201834002 7.23230501255024
"5811" "TBX5" 4.8042086246255 4.8042086246255
"5812" "RBM19" 6.52565731753995 6.53560652240139
"5813" "LHX5" 4.8042086246255 4.8042086246255
"5814" "SDSL" 6.56776300832837 5.61510760613109
"5815" "SDS" 8.6623100105426 6.65833586381683
"5816" "PLBD2" 8.09901337366404 8.23709755613542
"5817" "SLC8B1" 8.54822006112371 8.19270792420504
"5818" "TPCN1" 7.98915056330299 8.15075819207012
"5819" "IQCD" 5.15464567659484 4.8042086246255
"5820" "RITA1" 5.98768163381128 5.79112197536837
"5821" "DDX54" 7.45680065259028 7.44057407533407
"5822" "CFAP73" 4.8042086246255 4.8042086246255
"5823" "RASAL1" 4.8042086246255 5.86691446604807
"5824" "DTX1" 5.29859812308619 5.67822735473274
"5825" "OAS2" 5.98768163381128 6.3393806604567
"5826" "OAS3" 5.68605671051016 5.98072098369715
"5827" "OAS1" 4.8042086246255 4.8042086246255
"5828" "RPH3A" 4.8042086246255 4.8042086246255
"5829" "PTPN11" 9.02433697458642 8.79856520734698
"5830" "RPL6" 10.4241232454026 10.1656819942674
"5831" "HECTD4" 8.8272698222836 8.81322739099101
"5832" "TRAFD1" 8.05427212816957 7.61564088040971
"5833" "NAA25" 7.63952324210191 7.40139164974066
"5834" "ERP29" 7.98438180687072 7.72987289843861
"5835" "TMEM116" 4.8042086246255 5.38132291929405
"5836" "MAPKAPK5" 4.8042086246255 4.8042086246255
"5837" "ALDH2" 12.29576629685 12.3349439697208
"5838" "ACAD10" 6.91457935862308 7.29820773128263
"5839" "BRAP" 9.46653096790464 9.33185292248438
"5840" "ATXN2" 8.90937600400224 8.94993304683091
"5841" "SH2B3" 6.96588568620388 7.3264981181754
"5842" "PHETA1" 6.40550809871165 6.1751242713118
"5843" "CUX2" 4.8042086246255 5.46915356393888
"5844" "MYL2" 4.8042086246255 4.8042086246255
"5845" "PPP1CC" 8.69743766409243 8.68353076616659
"5846" "HVCN1" 4.8042086246255 6.13906640048733
"5847" "TCTN1" 5.88935269877474 6.04304810839836
"5848" "PPTC7" 6.91457935862308 7.01257458054667
"5849" "RAD9B" 5.58034414053573 5.67822735473274
"5850" "VPS29" 7.44980428081671 7.43412108719892
"5851" "FAM216A" 5.29859812308619 5.27645734958109
"5852" "GPN3" 6.62172340710685 6.45549322183795
"5853" "ARPC3" 8.13810389111764 8.08337658060712
"5854" "ANAPC7" 6.93534542755914 7.25463193194411
"5855" "ATP2A2" 10.4896102701236 9.72248817341115
"5856" "RNU6-471P" 4.8042086246255 4.8042086246255
"5857" "IFT81" 5.65244195583704 6.1751242713118
"5858" "P2RX7" 5.77917395300072 6.78061275619029
"5859" "P2RX4" 8.47240841311372 8.56422112810042
"5860" "CAMKK2" 6.72303266289107 6.73751467100124
"5861" "ANAPC5" 8.57367235144207 8.92316526006337
"5862" "RNF34" 6.56776300832837 6.73751467100124
"5863" "KDM2B" 6.6606905318198 7.06464098373783
"5864" "ORAI1" 6.53985659398804 6.1751242713118
"5865" "MORN3" 4.8042086246255 4.8042086246255
"5866" "TMEM120B" 5.91491360378652 5.61510760613109
"5867" "RHOF" 5.15464567659484 5.4268835057254
"5868" "SETD1B" 7.2781181912719 7.50962316413946
"5869" "PSMD9" 7.26211034524512 7.29820773128263
"5870" "HPD" 12.8912940919943 11.697313370321
"5871" "CFAP251" 5.50004280587026 5.89081494298817
"5872" "BCL7A" 6.62172340710685 6.79116172412239
"5873" "MLXIP" 6.55389036668762 7.05610473146208
"5874" "IL31" 4.8042086246255 4.8042086246255
"5875" "LRRC43" 4.8042086246255 4.8042086246255
"5876" "DIABLO" 5.98768163381128 6.00193775509656
"5877" "B3GNT4" 4.8042086246255 4.8042086246255
"5878" "CLIP1" 8.48923556860064 8.81808160281875
"5879" "RNU2-17P" 5.15464567659484 4.8042086246255
"5880" "ZCCHC8" 7.24591042693031 7.01257458054667
"5881" "RSRC2" 8.09017779716606 8.05466932122431
"5882" "KNTC1" 5.29859812308619 5.73661589030419
"5883" "HCAR2" 5.15464567659484 5.54603806016391
"5884" "HCAR1" 4.8042086246255 5.1388808441977
"5885" "DENR" 7.0440036936547 7.48491415324604
"5886" "CCDC62" 5.65244195583704 5.73661589030419
"5887" "HIP1R" 7.48443477733723 7.26199284635832
"5888" "VPS37B" 6.13913978970051 5.93683636927662
"5889" "ABCB9" 5.58034414053573 5.61510760613109
"5890" "OGFOD2" 7.06282934832773 6.82229349640528
"5891" "ARL6IP4" 6.92500392682031 7.20960159525218
"5892" "PITPNM2" 7.64562269665514 8.20393635175574
"5893" "MPHOSPH9" 6.37343888004847 6.46922645093669
"5894" "MTRFR" 6.11882819240081 6.3393806604567
"5895" "CDK2AP1" 7.49804613232572 7.03886486467573
"5896" "SBNO1" 9.21983467719623 9.35370434907339
"5897" "KMT5A" 7.75670011588833 7.7811413782122
"5898" "RILPL2" 6.3064707974739 6.53560652240139
"5899" "SNRNP35" 5.91491360378652 5.89081494298817
"5900" "RILPL1" 5.98768163381128 5.79112197536837
"5901" "TMED2" 10.2949510501292 10.1675787803249
"5902" "DDX55" 5.98768163381128 6.36952262463349
"5903" "EIF2B1" 7.5248713901101 7.13102103649651
"5904" "GTF2H3" 6.79397135437005 6.78061275619029
"5905" "ATP6V0A2" 7.69934481321951 7.69282888096678
"5906" "DNAH10" 4.8042086246255 4.8042086246255
"5907" "CCDC92" 4.8042086246255 4.8042086246255
"5908" "ZNF664" 7.22123949586567 7.3610519835022
"5909" "RFLNA" 5.15464567659484 5.27645734958109
"5910" "NCOR2" 7.6934771952359 8.05466932122431
"5911" "SCARB1" 9.96365729455805 9.66722104400985
"5912" "UBC" 14.4804139109114 14.5741179969494
"5913" "DHX37" 6.89347507020915 7.10651572614867
"5914" "BRI3BP" 8.33011358456491 7.77609845126873
"5915" "AACS" 9.39899240430009 8.94993304683091
"5916" "TMEM132B" 4.8042086246255 4.8042086246255
"5917" "RNU6-270P" 4.8042086246255 4.8042086246255
"5918" "TMEM132C" 4.8042086246255 4.8042086246255
"5919" "SLC15A4" 7.3327003284081 7.89237812362157
"5920" "GLT1D1" 7.55768486649586 8.21507650460598
"5921" "TMEM132D" 4.8042086246255 4.8042086246255
"5922" "FZD10" 4.8042086246255 4.8042086246255
"5923" "PIWIL1" 4.8042086246255 4.8042086246255
"5924" "RIMBP2" 4.8042086246255 4.8042086246255
"5925" "STX2" 6.8502017458972 7.07312248057399
"5926" "ADGRD1" 5.4082548872665 5.4268835057254
"5927" "SFSWAP" 7.51152410209687 7.68206119974064
"5928" "MMP17" 5.15464567659484 5.54603806016391
"5929" "ZNF345" 5.61727536533934 5.84236529308121
"5930" "SEPTIN14" 4.8042086246255 4.8042086246255
"5931" "NIPSNAP2" 6.67341125497523 7.11473441716293
"5932" "PSPH" 6.11882819240081 6.22702982602593
"5933" "CCT6A" 9.27885980807165 9.00627025972094
"5934" "SNORA22B" 5.29859812308619 5.79112197536837
"5935" "SUMF2" 6.43671443117409 6.30841677953576
"5936" "PHKG1" 4.8042086246255 5.1388808441977
"5937" "CHCHD2" 10.5297863774269 10.0429196140373
"5938" "ZBED9" 8.97040015642533 8.40195365678015
"5939" "NUPR2" 5.15464567659484 5.27645734958109
"5940" "VKORC1L1" 8.33011358456491 8.48080064336623
"5941" "GUSB" 7.25403470078251 8.10752675516396
"5942" "ASL" 10.6662424967512 9.66049800039344
"5943" "CRCP" 6.91457935862308 6.56116224815313
"5944" "TPST1" 7.64562269665514 6.42753588264095
"5945" "KCTD7" 6.0553842866584 5.91410950199526
"5946" "RABGEF1" 6.79397135437005 6.65833586381683
"5947" "TMEM248" 8.63236261644719 8.60698206660925
"5948" "SBDS" 7.6934771952359 7.7811413782122
"5949" "TYW1B" 7.23773689683486 7.23978849328731
"5950" "CALN1" 6.13913978970051 6.00193775509656
"5951" "GALNT17" 4.8042086246255 5.4268835057254
"5952" "AUTS2" 5.35628674827745 5.89081494298817
"5953" "CASTOR2" 6.01076727900417 6.69288681889868
"5954" "RCC1L" 6.55389036668762 6.59851270124454
"5955" "NCF1" 5.77917395300072 6.10172682209542
"5956" "GTF2I" 9.12862528379492 9.09883478442785
"5957" "GTF2IRD1" 7.88544517477417 7.72987289843861
"5958" "CLIP2" 6.09811243869191 7.10651572614867
"5959" "ERVFRD-1" 4.8042086246255 5.1388808441977
"5960" "RFC2" 6.96588568620388 7.33347951280689
"5961" "LAT2" 5.15464567659484 5.93683636927662
"5962" "EIF4H" 9.51804085675702 9.45357978083364
"5963" "LIMK1" 5.80804026478664 7.03886486467573
"5964" "ELN" 5.50004280587026 6.41330247027345
"5965" "TMEM270" 4.8042086246255 4.8042086246255
"5966" "CLDN4" 4.8042086246255 4.8042086246255
"5967" "METTL27" 6.56776300832837 6.73751467100124
"5968" "CLDN3" 8.47578977679034 8.11548596236056
"5969" "ABHD11" 6.90407024623149 6.79116172412239
"5970" "STX1A" 5.4082548872665 5.33161740733695
"5971" "BUD23" 7.09057468329602 6.70419389324188
"5972" "DNAJC30" 6.32358726908924 6.06298629817486
"5973" "VPS37D" 4.8042086246255 5.38132291929405
"5974" "MLXIPL" 10.3700456550678 9.65238867325088
"5975" "TBL2" 7.23773689683486 7.23978849328731
"5976" "BCL7B" 6.6860029655619 6.68147624263592
"5977" "BAZ1B" 8.79522435402907 9.17260411194801
"5978" "FZD9" 4.8042086246255 5.27645734958109
"5979" "FKBP6" 4.8042086246255 4.8042086246255
"5980" "TRIM50" 4.8042086246255 5.1388808441977
"5981" "NSUN5" 6.58147870481586 6.35455113608324
"5982" "POM121" 6.81676160269373 6.74842797633885
"5983" "HIP1" 7.09969554064045 7.64370335595307
"5984" "CCL24" 5.50004280587026 5.33161740733695
"5985" "RHBDD2" 6.48201967839368 6.90179049560285
"5986" "POR" 8.6741154118238 10.1845384300413
"5987" "TMEM120A" 7.36293232922811 7.96927423919382
"5988" "STYXL1" 4.8042086246255 5.33161740733695
"5989" "MDH2" 8.92672628299246 8.98054322498811
"5990" "SRRM3" 4.8042086246255 4.8042086246255
"5991" "HSPB1" 6.6606905318198 7.90625747236089
"5992" "YWHAG" 8.77619440642047 8.90275614082519
"5993" "SSC4D" 5.50004280587026 5.67822735473274
"5994" "ZP3" 4.8042086246255 4.8042086246255
"5995" "DTX2" 6.25349087762958 6.06298629817486
"5996" "UPK3B" 5.15464567659484 5.61510760613109
"5997" "POLR2J3" 4.8042086246255 4.8042086246255
"5998" "RASA4B" 5.65244195583704 6.59851270124454
"5999" "LRWD1" 6.45201066228944 6.36952262463349
"6000" "ALKBH4" 5.83597722423755 5.61510760613109
"6001" "ORAI2" 5.83597722423755 6.1751242713118
"6002" "PRKRIP1" 6.03332500341745 6.00193775509656
"6003" "SH2B2" 5.86305964212657 5.98072098369715
"6004" "CUX1" 8.17196670741249 8.52312074862507
"6005" "MYL10" 4.8042086246255 4.8042086246255
"6006" "COL26A1" 4.8042086246255 4.8042086246255
"6007" "IFT22" 5.58034414053573 6.04304810839836
"6008" "FIS1" 8.01742896002593 7.92000096530612
"6009" "CLDN15" 5.05230885153046 4.8042086246255
"6010" "ZNHIT1" 6.92500392682031 6.57374037583509
"6011" "PLOD3" 7.26211034524512 6.97668146693392
"6012" "VGF" 4.8042086246255 4.8042086246255
"6013" "AP1S1" 6.38958485850662 6.9113914633463
"6014" "SERPINE1" 5.15464567659484 6.22702982602593
"6015" "TRIM56" 8.36339339759611 8.30118114884304
"6016" "MUC17" 4.8042086246255 4.8042086246255
"6017" "MUC3A" 4.8042086246255 4.8042086246255
"6018" "ACHE" 4.8042086246255 4.8042086246255
"6019" "UFSP1" 5.68605671051016 5.46915356393888
"6020" "SRRT" 7.87515713546381 7.88304837656718
"6021" "TRIP6" 6.69846858017227 7.00369300439135
"6022" "SLC12A9" 6.58147870481586 6.59851270124454
"6023" "EPHB4" 7.89056103912323 7.70882572851771
"6024" "ZAN" 4.8042086246255 4.8042086246255
"6025" "EPO" 4.8042086246255 4.8042086246255
"6026" "POP7" 5.83597722423755 5.89081494298817
"6027" "GIGYF1" 7.29393873598051 7.47866687943444
"6028" "GNB2" 8.33757672289257 8.52013918992408
"6029" "ACTL6B" 4.8042086246255 4.8042086246255
"6030" "TFR2" 10.9497983731774 10.0715686406752
"6031" "MOSPD3" 6.0769719407648 5.76431126353416
"6032" "PCOLCE" 5.98768163381128 6.75924758164228
"6033" "FBXO24" 5.15464567659484 5.1388808441977
"6034" "LRCH4" 4.8042086246255 4.8042086246255
"6035" "SAP25" 4.8042086246255 4.8042086246255
"6036" "AGFG2" 7.96029264916176 7.53989850689655
"6037" "NYAP1" 4.8042086246255 5.4268835057254
"6038" "TSC22D4" 6.67341125497523 6.9113914633463
"6039" "PPP1R35" 6.03332500341745 5.79112197536837
"6040" "MEPCE" 7.10875416967303 7.33347951280689
"6041" "ZCWPW1" 4.8042086246255 5.73661589030419
"6042" "CYP3A5" 9.7371490720245 9.33523637881501
"6043" "GJC3" 5.65244195583704 5.1388808441977
"6044" "AZGP1" 12.3571857140756 12.0009216590502
"6045" "ZKSCAN1" 9.33925697285969 8.90959152789868
"6046" "ZSCAN21" 6.74712480859894 6.59851270124454
"6047" "ZNF460" 6.42121570946038 6.26030645439137
"6048" "COPS6" 7.89565832008205 7.75060691302518
"6049" "MCM7" 6.96588568620388 7.33347951280689
"6050" "MIR25" 4.8042086246255 4.8042086246255
